transaction_id,user_id,transaction_amount,transaction_timestamp,user_location,merchant_location,merchant_category,device_id,device_type,payment_method,account_balance,transaction_status,ip_address,hour,day,is_fraud,time_diff,user_avg_amount,amount_deviation,txn_count,rapid_txn,location_change,device_change,odd_hour,dormant,amt_balance_ratio,amt_zscore,is_pending
TXN-00A7AB9C0434,USR0001,235.02,2024-04-11 20:20:15.611788,56,0,8,177,0,0,54860.3,success,852,20,3,0,15699.314528,374.96383823789154,139.94383823789153,25,0,1,0,0,0,0.004283894111149389,-0.9358761991723825,0
TXN-6EDB0A2E8B1C,USR0001,444.75,2024-04-11 23:32:33.000000,20,15,1,177,0,0,54415.56,success,844,23,3,0,11537.388212,374.96383823789154,69.78616176210846,25,0,1,0,0,0,0.008173063493907002,0.46669584489835225,0
TXN-0AF11055F02A,USR0001,626.7055779684548,2024-04-15 13:38:07.517298,47,13,5,177,0,0,53788.85,success,7,13,0,0,309934.517298,374.96383823789154,251.74173973056327,25,0,1,0,0,1,0.011651000662177991,1.683526088169642,0
TXN-1559D59C9330,USR0001,359.40365904384936,2024-04-17 00:59:41.105339,17,13,6,177,0,0,53429.45,success,845,0,2,0,127293.588041,374.96383823789154,15.560179194042178,25,0,1,0,1,1,0.006726569943615474,-0.10405889638246629,0
TXN-F4F8822BB477,USR0001,309.05315279467817,2024-04-17 22:32:59.526145,60,29,1,177,0,0,53120.4,success,855,22,2,0,77598.420806,374.96383823789154,65.91068544321337,25,0,1,0,0,0,0.0058178653573640405,-0.44077854769556574,0
TXN-AEDC46E50C49,USR0001,412.6133820620725,2024-04-18 01:12:29.197589,18,22,3,177,0,0,52707.78,success,848,1,3,0,9569.671444,374.96383823789154,37.64954382418097,25,0,1,0,1,0,0.00782817174030726,0.25178180346069806,0
TXN-8FB0D389642C,USR0001,300.1628,2024-04-19 05:31:00.000000,60,15,12,177,1,0,52407.62,success,846,5,4,0,101910.802411,374.96383823789154,74.80103823789153,25,0,1,0,1,1,0.005727355538077515,-0.5002328951505876,0
TXN-37D822E60E11,USR0001,392.95,2024-04-23 00:00:00.000000,14,41,12,177,0,0,51665.68,success,853,0,1,0,325740.0,374.96383823789154,17.986161762108452,25,0,1,0,1,1,0.007605481908262733,0.12028268568000448,0
TXN-D514D89B7430,USR0001,348.9864901080281,2024-04-23 00:59:20.000000,17,37,1,177,0,1,52058.63,success,840,0,1,0,3560.0,374.96383823789154,25.977348129863454,25,0,1,0,1,0,0.006703591441353465,-0.17372384621198528,0
TXN-2673E518CFDB,USR0001,227.93,2024-04-27 16:25:29.663464,17,13,1,177,0,0,51665.68,failed,837,16,5,1,401169.663464,374.96383823789154,147.03383823789153,25,0,0,0,0,1,0.004411547248632968,-0.9832906644013031,0
TXN-E354E4217F1F,USR0001,525.07,2024-05-01 09:37:33.240547,20,13,6,177,0,0,51140.61,success,850,9,2,0,321123.577083,374.96383823789154,150.1061617621085,25,0,1,0,0,1,0.010266982208811965,1.0038368670685782,0
TXN-851C471E2E36,USR0001,202.0,2024-05-02 00:13:16.000000,20,39,7,177,0,1,50938.46,success,842,0,3,0,52542.759453,374.96383823789154,172.96383823789154,25,0,0,0,1,0,0.003965491585501692,-1.1566978693922636,0
TXN-FD97B26A7F87,USR0001,0.0,2024-05-02 22:03:38.523540,18,34,6,177,0,2,50938.46,pending,841,22,3,0,78622.52354,374.96383823789154,374.96383823789154,25,0,1,0,0,0,0.0,-2.5075754400892953,1
TXN-4A7010CE412C,USR0001,426.0,2024-05-03 00:04:00.933028,20,13,8,177,0,0,50512.26,success,854,0,4,0,7222.409488,374.96383823789154,51.03616176210846,25,0,1,0,1,0,0.00843342916295642,0.34130498128167236,0
TXN-2D9B4EAD3647,USR0001,511.7863905782768,2024-05-03 20:49:10.000000,20,13,9,177,0,4,50000.48,success,847,20,4,0,74709.066972,374.96383823789154,136.82255234038524,25,0,0,0,0,0,0.010235424842990183,0.9150025600106291,0
TXN-D1437A6A4A1C,USR0002,938.3158589517042,2024-03-02 13:00:00.000000,33,7,1,93,1,2,86336.44,success,991,13,5,0,0.0,2483.977527533903,1545.661668582199,10,1,1,1,0,0,0.010868006498127627,-0.29472257034900123,0
TXN-665833DD7594,USR0002,837.5015327191229,2024-03-06 14:08:18.013223,62,20,2,93,1,2,85498.94,success,992,14,2,0,349698.013223,2483.977527533903,1646.47599481478,10,0,1,0,0,1,0.009795346437893674,-0.31394557235468823,0
TXN-6A7A083055A9,USR0002,772.0,2024-03-06 19:45:46.088324,62,20,8,93,2,3,84726.58,success,997,19,2,0,20248.075101,2483.977527533903,1711.977527533903,10,0,0,0,0,0,0.009111554938781446,-0.326435226770772,0
TXN-6B968E8BA06C,USR0002,716.323914158053,2024-03-09 09:36:20.000000,33,39,2,93,0,3,84010.25,success,993,9,5,0,222633.911676,2483.977527533903,1767.65361337585,10,0,1,0,0,1,0.008526523699600386,-0.33705139165332476,0
TXN-B03185D8BA4E,USR0002,1249.4361861644954,2024-03-10 09:26:55.000000,31,18,12,93,1,2,68661.03,success,995,9,6,0,85835.0,2483.977527533903,1234.5413413694075,10,0,1,0,0,0,0.018196901346559307,-0.2353989910769053,0
TXN-08B025285CCD,USR0002,991.9571158170731,2024-03-11 02:49:51.545106,31,5,1,93,1,3,81768.86,success,998,2,0,0,62576.545106,2483.977527533903,1492.0204117168298,10,0,0,0,1,0,0.012131084923186528,-0.28449440113095104,0
TXN-BF944DFED094,USR0002,742.8630678280563,2024-03-16 03:20:00.000000,31,39,9,93,2,2,81768.86,pending,994,3,5,1,433808.454894,2483.977527533903,1741.114459705847,10,0,0,0,1,1,0.009084802980316418,-0.3319909778878174,1
TXN-E2F3A4A25C48,USR0002,640.3546120031289,2024-03-16 22:19:51.000000,33,21,6,93,1,1,81128.51,success,996,22,5,0,68391.0,2483.977527533903,1843.6229155307744,10,0,1,0,0,0,0.007892992475895996,-0.35153701192445236,0
TXN-4D7860BCF65F,USR0002,17399.39,2024-05-18 11:15:59.000000,31,20,1,93,1,2,79303.82,success,990,11,5,0,5403368.0,2483.977527533903,14915.412472466096,10,0,1,0,0,1,0.21939889656139436,2.844030353507459,0
TXN-7A48026C6B94,USR0002,551.6329876973963,2024-06-23 05:12:08.000000,33,39,2,207,1,3,68661.03,success,1267,5,6,0,3088569.0,2483.977527533903,1932.3445398365063,10,0,1,1,1,1,0.008034032604299586,-0.36845421035954656,0
TXN-B5799422E7D2,USR0003,7.78,2024-04-28 21:09:15.000000,37,41,5,26,1,0,35565.74,success,167,21,6,0,0.0,416.65602764399216,408.8760276439922,21,1,1,1,0,0,0.00021874369143756218,-2.739667905927337,0
TXN-0733DB07353B,USR0003,506.5567078273065,2024-05-06 07:28:19.000000,66,41,12,41,2,3,43266.79,success,173,7,0,0,641944.0,416.65602764399216,89.90068018331436,21,0,1,1,0,1,0.011707478191682693,0.602378206515241,0
TXN-46E65695F8B9,USR0003,574.0,2024-05-06 10:01:24.955122,37,24,10,111,0,3,42691.97,success,179,10,0,0,9185.955122,416.65602764399216,157.34397235600784,21,0,1,1,0,0,0.013444836468392805,1.0542810096712372,0
TXN-D57B67A43A58,USR0003,558.5857266085555,2024-05-07 07:08:00.000000,37,24,9,82,1,1,42133.38,success,183,7,1,0,75995.044878,416.65602764399216,141.9296989645634,21,0,0,1,0,0,0.013257243291785842,0.9509978938890137,0
TXN-37938125E9B2,USR0003,270.36,2024-05-07 17:12:48.000000,39,41,5,41,1,3,41863.02,success,168,17,1,0,36288.0,416.65602764399216,146.29602764399215,21,0,1,1,0,0,0.006458051567909628,-0.9802544160155117,0
TXN-E8A0D17FFEE3,USR0003,356.64,2024-05-08 17:59:56.000000,39,24,1,82,1,4,41506.37,success,181,17,2,0,89228.0,416.65602764399216,60.016027643992174,21,0,0,1,0,1,0.008592209046248894,-0.40213652466966576,0
TXN-39EF03397DDF,USR0003,328.9747229944098,2024-05-12 05:19:48.000000,37,12,10,82,1,1,41177.4,success,169,5,6,0,299992.0,416.65602764399216,87.68130464958239,21,0,1,0,1,1,0.007989011787597618,-0.5875073128705297,0
TXN-B45ED0FEFB5A,USR0003,376.75672555501177,2024-05-15 00:31:00.000000,37,24,8,111,1,3,40800.64,success,1290,0,2,0,241872.0,416.65602764399216,39.89930208898039,21,0,0,1,1,1,0.00923386230443217,-0.2673446962198917,0
TXN-8702EDEA32DA,USR0003,539.25,2024-05-22 09:35:35.000000,37,23,7,41,1,3,40800.64,failed,172,9,2,1,637475.0,416.65602764399216,122.59397235600784,21,0,0,1,0,1,0.013216380518038001,0.8214391375772624,0
TXN-478E7B4A1466,USR0003,627.77,2024-05-26 00:31:37.000000,39,41,5,111,1,3,40172.88,success,182,0,6,0,312962.0,416.65602764399216,211.11397235600785,21,0,1,1,1,1,0.015626322376628796,1.414566116505569,0
TXN-BEFEEECFD256,USR0003,465.85,2024-05-27 11:26:40.000000,65,41,7,223,0,2,39707.03,success,174,11,0,0,125703.0,416.65602764399216,49.19397235600786,21,0,1,1,0,1,0.011731883953950877,0.32962349983056455,0
TXN-A0F4443FDFEA,USR0003,401.1483628996707,2024-05-28 00:00:00.000000,66,41,10,223,2,3,39003.92,success,176,0,1,0,45200.0,416.65602764399216,15.50766474432146,21,0,1,0,1,0,0.010284558022415395,-0.10390888319060548,0
TXN-617213FED86F,USR0003,301.96008302365743,2024-05-28 00:44:49.000000,66,23,6,41,1,3,39405.06,success,175,0,1,0,2689.0,416.65602764399216,114.69594462033471,21,0,0,1,1,0,0.007662782907594859,-0.768518517035557,0
TXN-AEDCE75FED79,USR0003,661.6923862434545,2024-05-28 18:23:35.538626,37,24,3,111,2,1,38342.22,success,170,18,1,0,63526.538626,416.65602764399216,245.03635859946235,21,0,1,1,0,0,0.017257089682177304,1.641862574601133,0
TXN-ADCB9A05CFEF,USR0003,421.1511494883624,2024-05-28 23:51:16.000000,37,41,7,41,2,1,37921.07,success,178,23,1,0,19660.461374,416.65602764399216,4.49512184437026,21,0,0,1,0,0,0.011105700440096292,0.03011949886427892,0
TXN-F42D4C4A0AF0,USR0003,358.3,2024-05-29 10:54:42.000000,66,24,4,111,1,3,37562.77,success,171,10,2,0,39806.0,416.65602764399216,58.35602764399215,21,0,1,1,0,0,0.009538446220919787,-0.39101371869337787,0
TXN-60C5A2271EA0,USR0003,371.22,2024-05-29 15:02:24.000000,66,41,3,223,1,1,37191.55,success,177,15,2,0,14862.0,416.65602764399216,45.43602764399213,21,0,0,1,0,0,0.009981031147366879,-0.3044434456731143,0
TXN-9ADB0ED06496,USR0003,465.1157137737264,2024-05-31 03:21:46.806868,37,41,7,41,1,3,36726.43,success,180,3,4,0,130762.806868,416.65602764399216,48.45968612973422,21,0,1,1,1,1,0.01266398748220952,0.32470342559809334,0
TXN-431E118C90D1,USR0003,275.3640906864508,2024-05-31 16:25:42.000000,36,24,2,81,1,3,36726.43,failed,165,16,4,1,47035.193132,416.65602764399216,141.29193695754134,21,0,1,1,0,0,0.007497505016998217,-0.946724578790728,0
TXN-B4B23E7E3B02,USR0003,325.3,2024-06-01 11:59:04.000000,66,23,8,28,0,3,36401.13,success,166,11,5,0,70402.0,416.65602764399216,91.35602764399216,21,0,1,1,0,0,0.008936290266531107,-0.6121297411135554,0
TXN-87CC3D384050,USR0003,556.0009114232291,2024-06-01 13:10:55.000000,37,24,4,111,1,4,35845.13,success,184,13,5,0,4311.0,416.65602764399216,139.34488377923697,21,0,1,1,0,0,0.01551076535802412,0.9336783771474787,0
TXN-56377C6572D1,USR0004,7370.093272634386,2024-04-19 04:54:13.000000,41,34,3,132,2,3,0.0,success,1071,4,4,0,0.0,6352.85807503141,1017.235197602976,8,1,1,1,1,0,7370.093272634386,0.5309782795499102,0
TXN-E0B2676AF783,USR0004,6766.49,2024-04-20 20:02:06.000000,59,27,12,223,2,3,0.0,success,1070,20,5,0,140873.0,6352.85807503141,413.6319249685894,8,0,1,1,0,1,6766.49,0.2159083448982857,0
TXN-F66ADADDD933,USR0004,9037.29,2024-04-21 04:18:12.000000,41,12,12,132,2,0,0.0,failed,1074,4,6,1,29766.0,6352.85807503141,2684.4319249685905,8,0,1,1,1,0,9037.29,1.4012246611672945,0
TXN-2F16121317C0,USR0004,4684.412266642473,2024-04-21 04:24:20.079819,16,25,7,132,0,3,0.0,success,1072,4,6,0,368.079819,6352.85807503141,1668.4458083889376,8,0,1,0,1,0,4684.412266642473,-0.8708983792029431,0
TXN-EECCDCB9905F,USR0004,5659.859060974421,2024-04-21 09:29:37.000000,45,12,6,132,2,3,0.0,success,1073,9,6,0,18316.920181,6352.85807503141,692.9990140569898,8,0,1,0,0,0,5659.859060974421,-0.36173288643653595,0
TXN-CC2A9A95BD44,USR0004,7285.08,2024-04-22 12:22:33.343397,45,27,2,132,2,4,0.0,success,1068,12,0,0,96776.343397,6352.85807503141,932.2219249685896,8,0,0,0,0,1,7285.08,0.4866028967980326,0
TXN-7177C913793C,USR0004,7193.72,2024-04-22 21:23:31.689698,16,10,6,132,2,2,0.0,success,1067,21,0,0,32458.346301,6352.85807503141,840.8619249685898,8,0,1,0,0,0,7193.72,0.4389146377464489,0
TXN-06B6E2F01F13,USR0004,2825.92,2024-04-24 15:06:15.689542,16,36,9,132,2,3,0.0,success,1069,15,2,0,150163.999844,6352.85807503141,3526.9380750314103,8,0,0,0,0,1,2825.92,-1.8409975545204944,0
TXN-A2E362483AB1,USR0005,6376.3510680451,2024-02-24 20:54:41.000000,27,19,12,130,1,4,64259.59,success,1218,20,5,0,0.0,7078.641476923301,702.2904088782007,11,1,1,1,0,0,0.09922646318754777,-0.18067333349884335,0
TXN-E91140A0B337,USR0005,7171.68,2024-02-25 17:09:37.000000,27,19,5,130,0,0,57087.91,success,1212,17,6,0,72896.0,7078.641476923301,93.03852307669968,11,0,0,0,0,0,0.12562299753139444,0.023935369037613764,0
TXN-E2B0630F224D,USR0005,8905.285849133244,2024-02-26 12:23:19.000000,27,17,8,130,1,3,48182.62,success,1211,12,0,0,69222.0,7078.641476923301,1826.644372209944,11,0,0,0,0,0,0.18481977587265638,0.46992800082694774,0
TXN-3CD40EE3AC8D,USR0005,8456.041468816313,2024-02-27 05:16:00.000000,29,38,10,223,1,2,48182.62,pending,1289,5,1,1,60761.0,7078.641476923301,1377.3999918930122,11,0,1,1,1,0,0.17549618457094573,0.354354046346873,1
TXN-3A17FD99DA47,USR0005,7437.0,2024-02-29 17:23:30.000000,29,18,6,130,1,3,40744.65,success,1215,17,3,0,216450.0,7078.641476923301,358.3585230766994,11,0,0,1,0,1,0.18252255148709126,0.09219238670140864,0
TXN-23871A52A33A,USR0005,1782.3408,2024-03-03 18:18:54.000000,27,38,9,130,1,3,38962.31,success,1214,18,6,0,262524.0,7078.641476923301,5296.300676923301,11,0,1,0,0,1,0.045744080777531476,-1.3625421711801706,0
TXN-8A217684444D,USR0005,7850.958190215781,2024-03-05 00:00:00.000000,27,18,8,130,1,4,23526.39,success,1219,0,1,0,106866.0,7078.641476923301,772.31671329248,11,0,0,0,1,1,0.33369439577512766,0.1986885102564785,0
TXN-B7095E9DF804,USR0005,7584.957037271415,2024-03-05 08:48:30.316520,27,19,12,130,1,3,31377.35,success,1216,8,1,0,31710.31652,7078.641476923301,506.31556034811456,11,0,0,0,0,0,0.24172580895016518,0.13025625714659841,0
TXN-9704C7FCA7DE,USR0005,15219.805688464943,2024-03-09 13:39:47.790392,23,18,7,130,0,2,8306.59,success,1217,13,5,0,363077.473872,7078.641476923301,8141.164211541642,11,0,1,0,0,1,1.8320362088722413,2.0944202826438008,0
TXN-8030C8CF2E78,USR0005,7076.386144209511,2024-03-09 17:07:41.021488,29,19,4,130,1,3,1230.2,success,1220,17,5,0,12473.231096,7078.641476923301,2.255332713789357,11,0,1,0,0,0,5.7475520989356,-0.0005802136472292129,0
TXN-A112F692E902,USR0005,4.25,2024-06-03 07:54:00.000000,23,17,12,20,1,0,0.0,success,1213,7,0,0,7397178.978512,7078.641476923301,7074.391476923301,11,0,1,1,0,1,4.25,-1.8199791346334773,0
TXN-96F27B442B7E,USR0006,5426.0,2024-04-16 09:58:19.000000,49,30,5,192,0,3,69641.85,success,4,9,1,0,0.0,4801.217703874953,624.7822961250467,23,1,1,1,0,0,0.077911802862749,0.3383174752197746,0
TXN-B29959064F8F,USR0006,5501.19,2024-06-04 02:27:12.000000,50,31,1,51,0,2,156888.82,success,868,2,1,0,4206533.0,4801.217703874953,699.9722961250463,23,0,1,1,1,1,0.03506403411005252,0.37903260290432,0
TXN-1603ACBDA18D,USR0006,6385.577709790982,2024-06-05 00:00:00.000000,54,31,12,173,0,2,143350.11,success,874,0,2,0,77568.0,4801.217703874953,1584.360005916029,23,0,1,1,1,0,0.044545017543226435,0.857925521201736,0
TXN-A3B7B9DD5A38,USR0006,7153.138742794557,2024-06-05 17:29:47.000000,54,32,6,192,0,3,149735.69,success,860,17,2,0,62987.0,4801.217703874953,2351.921038919604,23,0,0,1,0,0,0.047771449621295606,1.2735571938233916,0
TXN-A16616DB920D,USR0006,7663.63,2024-06-05 23:45:21.000000,69,32,6,51,2,3,68661.03,success,873,23,2,0,22534.0,4801.217703874953,2862.412296125047,23,0,1,1,0,0,0.11161379877641253,1.5499864625953534,0
TXN-8D998BEC4172,USR0006,2156.352946072396,2024-06-06 06:42:41.000000,54,32,3,173,0,3,133530.13,success,867,6,3,0,25040.0,4801.217703874953,2644.864757802557,23,0,1,1,0,0,0.016148690916285933,-1.4321852150855947,0
TXN-ED6561FDA763,USR0006,2964.020937424103,2024-06-07 00:55:33.654741,54,32,6,192,0,1,130566.11,success,862,0,4,0,65572.654741,4801.217703874953,1837.1967664508504,23,0,0,1,1,0,0.022701129996858343,-0.9948357617725849,0
TXN-E5CA21010408,USR0006,3797.07,2024-06-08 21:25:38.452138,50,34,4,51,0,0,68661.03,success,869,21,5,0,160204.797397,4801.217703874953,1004.1477038749532,23,0,1,1,0,1,0.055300870073314176,-0.5437425452508577,0
TXN-A5C9C6628F7B,USR0006,1864.141226999692,2024-06-09 00:44:55.051711,69,44,8,51,0,3,68661.03,success,870,0,6,0,11956.599573,4801.217703874953,2937.076476875261,23,0,1,0,1,0,0.027149521023478215,-1.5904168609556004,0
TXN-B09E0A9051D1,USR0006,5043.695031002688,2024-06-11 02:03:22.068495,54,32,4,51,0,3,119861.21,success,861,2,1,0,177507.016784,4801.217703874953,242.4773271277345,23,0,1,0,1,1,0.04207910926223275,0.13130064283299697,0
TXN-82F67213154C,USR0006,3103.6584324043138,2024-06-11 17:37:30.990353,69,32,12,173,1,3,119861.21,failed,875,17,1,1,56048.921858,4801.217703874953,1697.5592714706395,23,0,1,1,0,0,0.025893552541742002,-0.9192225361086752,0
TXN-968373315FD7,USR0006,7952.553328390311,2024-06-11 23:35:51.000000,50,32,12,51,0,3,111908.65,success,1290,23,1,0,21500.009647,4801.217703874953,3151.335624515358,23,0,1,1,0,0,0.07106226610833213,1.706437456164384,0
TXN-02EFD5FC97F4,USR0006,3371.047127854763,2024-06-12 21:02:53.712773,69,32,9,173,0,1,111908.65,failed,871,21,2,1,77222.712773,4801.217703874953,1430.1705760201903,23,0,1,1,0,0,0.03012293513432276,-0.7744324725806913,0
TXN-3145BB5D7D22,USR0006,4456.642392033268,2024-06-13 13:22:21.000000,21,16,7,173,0,3,75068.3,success,1290,13,3,0,58767.287227,4801.217703874953,344.5753118416851,23,0,1,0,0,0,0.05936704341233058,-0.1865863521555569,0
TXN-C86AE1CBFF28,USR0006,4276.6549297365455,2024-06-13 17:54:23.000000,69,44,3,173,0,3,107632.0,success,863,17,3,0,16322.0,4801.217703874953,524.5627741384078,23,0,1,0,0,0,0.03973367768004744,-0.2840489470355729,0
TXN-62EC399E9EE6,USR0006,6506.51,2024-06-14 07:17:09.000000,69,14,12,51,0,3,101125.49,success,866,7,4,0,48166.0,4801.217703874953,1705.292296125047,23,0,0,1,0,0,0.0643403128102241,0.9234099424950555,0
TXN-8C5492910923,USR0006,2492.11,2024-06-15 00:00:00.000000,50,41,5,173,0,2,98633.38,success,859,0,5,0,60171.0,4801.217703874953,2309.107703874953,23,0,1,1,1,0,0.02526613945360634,-1.2503739194126429,0
TXN-5549258FEFEB,USR0006,1752.5684279826069,2024-06-16 05:42:00.000000,54,32,3,51,2,3,96880.82,success,872,5,6,0,106920.0,4801.217703874953,3048.6492758923464,23,0,1,1,1,1,0.018089755415232774,-1.6508331497985684,0
TXN-A3CD76BCB7E8,USR0006,5271.61,2024-06-17 06:59:26.000000,69,32,4,223,2,3,96880.82,failed,1290,6,0,1,91046.0,4801.217703874953,470.3922961250464,23,0,1,1,0,1,0.05441278869451461,0.2547158185737179,0
TXN-5F58188A430C,USR0006,5419.375453137099,2024-06-21 01:00:00.000000,69,44,3,192,0,3,91461.44,success,865,1,4,0,324034.0,4801.217703874953,618.1577492621454,23,0,0,1,1,1,0.05925246968194921,0.3347303057640587,0
TXN-92406A063422,USR0006,6444.2702,2024-06-21 15:24:03.000000,50,44,9,192,0,0,85017.17,success,876,15,4,0,51843.0,4801.217703874953,1643.052496125047,23,0,1,0,0,0,0.07579874043395665,0.8897073037922946,0
TXN-3312ACA4C643,USR0006,5933.960665158874,2024-06-25 08:53:00.000000,69,31,3,173,0,3,85017.17,failed,864,8,1,1,322137.0,4801.217703874953,1132.7429612839203,23,0,1,1,0,1,0.06979638193998852,0.6133764370587194,0
TXN-081F8356E488,USR0006,5492.229638341742,2024-06-25 22:13:42.000000,50,31,2,192,0,2,79524.94,success,866,22,1,0,48042.0,4801.217703874953,691.0119344667892,23,0,1,1,0,0,0.06906211530906446,0.3741805977305516,0
TXN-235FF17E584C,USR0007,593.051,2024-03-11 06:54:12.479519,34,2,3,174,0,0,61576.71,success,953,6,0,0,0.0,773.9931674738622,180.94216747386213,16,1,1,1,0,0,0.009630936259240561,-0.4642960201723174,0
TXN-7261CF8D9B04,USR0007,890.322949287967,2024-03-11 19:31:40.822172,12,40,12,158,0,2,61576.71,failed,1290,19,0,1,45448.342653,773.9931674738622,116.32978181410488,16,0,1,1,0,0,0.014458526458485823,0.2985012033284343,0
TXN-44F9298B2E6D,USR0007,0.0,2024-03-12 00:35:05.000000,63,9,6,174,0,0,60666.57,success,946,0,1,0,18204.177828,773.9931674738622,773.9931674738622,16,0,1,1,1,0,0.0,-1.986059702476989,0
TXN-663FD8B82D37,USR0007,581.8654078669759,2024-03-12 16:53:00.000000,34,11,8,103,0,3,68661.03,success,954,16,1,0,58675.0,773.9931674738622,192.12775960688623,16,0,1,1,0,0,0.00847434029939074,-0.4929981518154795,0
TXN-19D4039E1E78,USR0007,1422.6165171731436,2024-03-17 18:11:00.000000,12,9,6,174,0,3,58662.09,success,944,18,6,0,436680.0,773.9931674738622,648.6233496992814,16,0,1,1,0,1,0.024250623640403937,1.6643618458904366,0
TXN-51FFFEAB7E35,USR0007,969.0,2024-03-18 19:21:00.000000,34,9,1,174,0,1,57693.05,success,955,19,0,0,90600.0,773.9931674738622,195.00683252613783,16,0,1,0,0,1,0.01679549277611816,0.5003858277610963,0
TXN-5682F3F1A3D5,USR0007,497.04,2024-03-21 21:58:08.992361,34,11,8,174,0,1,57196.01,success,950,21,3,0,268628.992361,773.9931674738622,276.9531674738621,16,0,0,0,0,1,0.00868996473766723,-0.71065940696663,0
TXN-7AFD54D35E0A,USR0007,1071.12,2024-03-22 19:26:48.000000,12,40,7,103,0,3,56124.89,success,951,19,4,0,77319.007639,773.9931674738622,297.1268325261377,16,0,1,1,0,0,0.019084240802239392,0.7624248551583234,0
TXN-1367A98F1E6E,USR0007,1128.5640323540736,2024-03-23 14:44:29.000000,63,11,3,103,0,1,54996.33,success,953,14,5,0,69461.0,773.9931674738622,354.5708648802114,16,0,1,0,0,0,0.020520342212141454,0.9098257400764228,0
TXN-A1AF027922AC,USR0007,1129.01,2024-03-26 03:46:47.000000,63,9,3,174,0,2,52063.56,success,952,3,1,0,219738.0,773.9931674738622,355.0168325261378,16,0,0,1,1,1,0.02168480824576257,0.9109700891577898,0
TXN-8ACF5A4D730F,USR0007,871.97,2024-03-26 03:47:17.000000,63,40,3,174,0,1,51164.1,success,947,3,1,0,30.0,773.9931674738622,97.97683252613784,16,1,0,0,1,0,0.01704228077341782,0.25140769587358197,0
TXN-958A786BD399,USR0007,974.68,2024-03-26 03:47:40.000000,34,22,3,103,0,2,50237.44,success,948,3,1,0,23.0,773.9931674738622,200.68683252613775,16,1,1,1,1,0,0.01940108012908044,0.5149606581137818,0
TXN-00EC97B7E91C,USR0007,949.1489418403831,2024-03-26 08:31:46.000000,34,9,9,174,0,1,54047.18,success,949,8,1,0,17046.0,773.9931674738622,175.15577436652097,16,0,0,1,0,0,0.017561163795716768,0.4494481860361473,0
TXN-7D8D82912E4B,USR0007,734.6802034327114,2024-03-28 11:43:56.773323,63,9,9,158,0,1,53312.5,success,956,11,3,0,184330.773323,773.9931674738622,39.312964041150735,16,0,1,1,0,1,0.013780378392578079,-0.10087672210580993,0
